------------------------------------------------------------------------------
File Creation Date/Time: 24 Dec 2024 19:52:32
Block Name: ExtEvent1 (SBF)

TOW [s],WNc [w],Source,Polarity,Offset [s],Offset_TOW,RxClkBias [s],PVTAge [s]
340752.172,2343,EventA,rising edge event,0.0009,340752.172886,0.000051277,0
340755.201,2343,EventA,rising edge event,0.0009,340755.201941,0.000051340,0
340757.789,2343,EventA,rising edge event,0.0002,340757.789230,0.000051394,0
340760.428,2343,EventA,rising edge event,0.0009,340760.428945,0.000051449,0
340762.851,2343,EventA,rising edge event,0.0005,340762.851539,0.000051499,0
340766.134,2343,EventA,rising edge event,0.0006,340766.134564,0.000051567,0
340769.735,2343,EventA,rising edge event,0.0002,340769.735193,0.000051644,0
340772.741,2343,EventA,rising edge event,0.0003,340772.741318,0.000051709,0
340776.081,2343,EventA,rising edge event,0.0008,340776.081759,0.000051778,0
340778.911,2343,EventA,rising edge event,0.0006,340778.911614,0.000051835,0
340782.267,2343,EventA,rising edge event,0.0009,340782.267945,0.000051908,0
340785.179,2343,EventA,rising edge event,0.0005,340785.179508,0.000051968,0
340787.526,2343,EventA,rising edge event,0.0007,340787.526737,0.000052017,0
340790.025,2343,EventA,rising edge event,0.0003,340790.025266,0.000052069,0
340792.894,2343,EventA,rising edge event,0.0001,340792.894122,0.000052128,0
340796.258,2343,EventA,rising edge event,0.0005,340796.258460,0.000052197,0
340799.063,2343,EventA,rising edge event,0.0005,340799.063510,0.000052256,0
340801.988,2343,EventA,rising edge event,0.0002,340801.988186,0.000052317,0
340804.499,2343,EventA,rising edge event,0.0006,340804.499617,0.000052370,0
340807.508,2343,EventA,rising edge event,0.0003,340807.508268,0.000052432,0
340810.215,2343,EventA,rising edge event,0.0007,340810.215718,0.000052489,0
340813.913,2343,EventA,rising edge event,0.0009,340813.913886,0.000052568,0
340816.954,2343,EventA,rising edge event,0.0003,340816.954337,0.000052631,0
340820.058,2343,EventA,rising edge event,0.0006,340820.058599,0.000052695,0
340822.423,2343,EventA,rising edge event,0.0004,340822.423357,0.000052744,0
340825.061,2343,EventA,rising edge event,0.0003,340825.061333,0.000052799,0
340827.537,2343,EventA,rising edge event,0.0007,340827.537736,0.000052850,0
340830.534,2343,EventA,rising edge event,0.0002,340830.534248,0.000052915,0
340833.012,2343,EventA,rising edge event,0.0009,340833.012919,0.000052966,0
340835.114,2343,EventA,rising edge event,0.0007,340835.114712,0.000053009,0
340835.243,2343,EventA,rising edge event,0.0002,340835.243178,0.000053011,0
340837.735,2343,EventA,rising edge event,0.0005,340837.735468,0.000053064,0
340840.654,2343,EventA,rising edge event,0.0003,340840.654288,0.000053126,0
340843.276,2343,EventA,rising edge event,0.0000,340843.276033,0.000053181,0
340845.686,2343,EventA,rising edge event,0.0003,340845.686308,0.000053232,0
340848.787,2343,EventA,rising edge event,0.0000,340848.787002,0.000053299,0
340851.364,2343,EventA,rising edge event,0.0002,340851.364157,0.000053354,0
340851.510,2343,EventA,rising edge event,0.0000,340851.510011,0.000053357,0
340854.122,2343,EventA,rising edge event,0.0001,340854.122080,0.000053413,0
340857.611,2343,EventA,rising edge event,0.0001,340857.611087,0.000053488,0
340860.097,2343,EventA,rising edge event,0.0006,340860.097582,0.000053543,0
340863.143,2343,EventA,rising edge event,0.0005,340863.143502,0.000053610,0
340865.388,2343,EventA,rising edge event,0.0003,340865.388252,0.000053660,0
340869.438,2343,EventA,rising edge event,0.0006,340869.438632,0.000053749,0
340872.775,2343,EventA,rising edge event,0.0002,340872.775182,0.000053822,0
340876.500,2343,EventA,rising edge event,0.0001,340876.500147,0.000053904,0
340879.145,2343,EventA,rising edge event,0.0010,340879.145987,0.000053963,0
340881.717,2343,EventA,rising edge event,0.0002,340881.717232,0.000054021,0
340884.567,2343,EventA,rising edge event,0.0004,340884.567448,0.000054082,0
340887.283,2343,EventA,rising edge event,0.0001,340887.283146,0.000054142,0
340890.366,2343,EventA,rising edge event,0.0006,340890.366636,0.000054211,0
340893.680,2343,EventA,rising edge event,0.0002,340893.680242,0.000054284,0
340896.687,2343,EventA,rising edge event,0.0000,340896.687040,0.000054351,0
340899.299,2343,EventA,rising edge event,0.0009,340899.299895,0.000054409,0
341030.184,2343,EventA,rising edge event,0.0003,341030.184284,0.000057295,0
341033.371,2343,EventA,rising edge event,0.0003,341033.371312,0.000057367,0
341036.195,2343,EventA,rising edge event,0.0009,341036.195926,0.000057432,0
341039.033,2343,EventA,rising edge event,0.0000,341039.033024,0.000057497,0
341041.717,2343,EventA,rising edge event,0.0007,341041.717652,0.000057558,0
341044.522,2343,EventA,rising edge event,0.0009,341044.522892,0.000057623,0
341047.126,2343,EventA,rising edge event,0.0003,341047.126263,0.000057682,0
341049.783,2343,EventA,rising edge event,0.0009,341049.783866,0.000057744,0
341054.388,2343,EventA,rising edge event,0.0009,341054.388909,0.000057849,0
341057.562,2343,EventA,rising edge event,0.0004,341057.562353,0.000057923,0
341061.517,2343,EventA,rising edge event,0.0003,341061.517315,0.000058015,0
341064.720,2343,EventA,rising edge event,0.0006,341064.720579,0.000058091,0
341068.665,2343,EventA,rising edge event,0.0007,341068.665708,0.000058186,0
341071.751,2343,EventA,rising edge event,0.0006,341071.751578,0.000058259,0
341075.251,2343,EventA,rising edge event,0.0009,341075.251908,0.000058343,0
341078.180,2343,EventA,rising edge event,0.0004,341078.180411,0.000058412,0
341081.642,2343,EventA,rising edge event,0.0007,341081.642720,0.000058525,0
341085.200,2343,EventA,rising edge event,0.0003,341085.200345,0.000058609,0
341088.289,2343,EventA,rising edge event,0.0004,341088.289396,0.000058684,0
341091.137,2343,EventA,rising edge event,0.0008,341091.137783,0.000058751,0
341094.285,2343,EventA,rising edge event,0.0005,341094.285464,0.000058796,0
341097.095,2343,EventA,rising edge event,0.0007,341097.095733,0.000058861,0
341099.941,2343,EventA,rising edge event,0.0004,341099.941379,0.000058924,0
341102.719,2343,EventA,rising edge event,0.0001,341102.719148,0.000058987,0
341105.716,2343,EventA,rising edge event,0.0007,341105.716704,0.000059056,0
341109.070,2343,EventA,rising edge event,0.0010,341109.070968,0.000059134,0
341111.832,2343,EventA,rising edge event,0.0001,341111.832079,0.000059196,0
341114.259,2343,EventA,rising edge event,0.0005,341114.259538,0.000059253,0
341117.149,2343,EventA,rising edge event,0.0000,341117.149007,0.000059322,0
341119.504,2343,EventA,rising edge event,0.0000,341119.504040,0.000059378,0
341122.953,2343,EventA,rising edge event,0.0005,341122.953544,0.000059460,0
341125.950,2343,EventA,rising edge event,0.0006,341125.950648,0.000059531,0
341128.757,2343,EventA,rising edge event,0.0000,341128.757025,0.000059595,0
341131.360,2343,EventA,rising edge event,0.0009,341131.360881,0.000059657,0
341135.575,2343,EventA,rising edge event,0.0009,341135.575897,0.000059759,0
341138.173,2343,EventA,rising edge event,0.0004,341138.173350,0.000059820,0
341141.290,2343,EventA,rising edge event,0.0002,341141.290184,0.000059893,0
341144.343,2343,EventA,rising edge event,0.0004,341144.343420,0.000059966,0
341147.101,2343,EventA,rising edge event,0.0001,341147.101061,0.000060032,1
341149.428,2343,EventA,rising edge event,0.0001,341149.428115,0.000060088,0
341151.705,2343,EventA,rising edge event,0.0004,341151.705392,0.000060142,0
341154.268,2343,EventA,rising edge event,0.0002,341154.268202,0.000060203,0
341156.737,2343,EventA,rising edge event,0.0007,341156.737683,0.000060263,0
341163.263,2343,EventA,rising edge event,0.0001,341163.263096,0.000060423,0
341165.867,2343,EventA,rising edge event,0.0002,341165.867184,0.000060486,0
341168.455,2343,EventA,rising edge event,0.0009,341168.455859,0.000060549,0
341172.276,2343,EventA,rising edge event,0.0000,341172.276050,0.000060644,0
341174.941,2343,EventA,rising edge event,0.0006,341174.941628,0.000060710,0
341178.264,2343,EventA,rising edge event,0.0004,341178.264381,0.000060792,0
341180.927,2343,EventA,rising edge event,0.0004,341180.927416,0.000060858,0
341183.904,2343,EventA,rising edge event,0.0001,341183.904076,0.000060931,0
341186.852,2343,EventA,rising edge event,0.0005,341186.852547,0.000061004,0
341189.871,2343,EventA,rising edge event,0.0007,341189.871683,0.000061079,0
341192.763,2343,EventA,rising edge event,0.0008,341192.763760,0.000061151,0
341195.079,2343,EventA,rising edge event,0.0008,341195.079785,0.000061209,0
341197.702,2343,EventA,rising edge event,0.0003,341197.702297,0.000061274,0
341200.150,2343,EventA,rising edge event,0.0000,341200.150030,0.000061337,0
341202.944,2343,EventA,rising edge event,0.0002,341202.944216,0.000061408,0
341205.625,2343,EventA,rising edge event,0.0009,341205.625917,0.000061477,0
341208.978,2343,EventA,rising edge event,0.0005,341208.978490,0.000061563,0
341211.860,2343,EventA,rising edge event,0.0001,341211.860090,0.000061637,0
341214.770,2343,EventA,rising edge event,0.0005,341214.770464,0.000061711,0
341218.049,2343,EventA,rising edge event,0.0008,341218.049771,0.000061795,0
341221.463,2343,EventA,rising edge event,0.0001,341221.463138,0.000061882,0
341224.314,2343,EventA,rising edge event,0.0003,341224.314334,0.000061955,0
341226.946,2343,EventA,rising edge event,0.0005,341226.946464,0.000062024,0
341229.570,2343,EventA,rising edge event,0.0006,341229.570562,0.000062092,0
341233.597,2343,EventA,rising edge event,0.0007,341233.597656,0.000062197,0
341235.931,2343,EventA,rising edge event,0.0007,341235.931739,0.000062257,0
341238.638,2343,EventA,rising edge event,0.0000,341238.638038,0.000062327,0
341241.236,2343,EventA,rising edge event,0.0000,341241.236033,0.000062395,0
341244.381,2343,EventA,rising edge event,0.0007,341244.381720,0.000062476,0
341247.417,2343,EventA,rising edge event,0.0006,341247.417605,0.000062554,0
341250.290,2343,EventA,rising edge event,0.0006,341250.290611,0.000062630,0
341253.093,2343,EventA,rising edge event,0.0008,341253.093827,0.000062703,0
341256.107,2343,EventA,rising edge event,0.0002,341256.107171,0.000062779,0
341258.698,2343,EventA,rising edge event,0.0004,341258.698379,0.000062847,0
341262.118,2343,EventA,rising edge event,0.0010,341262.118961,0.000062933,0
341264.774,2343,EventA,rising edge event,0.0001,341264.774083,0.000063003,0
341267.504,2343,EventA,rising edge event,0.0001,341267.504149,0.000063074,0
341269.699,2343,EventA,rising edge event,0.0007,341269.699714,0.000063132,0
341272.399,2343,EventA,rising edge event,0.0007,341272.399691,0.000063204,0
341275.118,2343,EventA,rising edge event,0.0005,341275.118510,0.000063276,0
341277.624,2343,EventA,rising edge event,0.0002,341277.624246,0.000063342,0
341280.487,2343,EventA,rising edge event,0.0003,341280.487251,0.000063420,0
341283.390,2343,EventA,rising edge event,0.0002,341283.390178,0.000063498,0
341286.548,2343,EventA,rising edge event,0.0000,341286.548017,0.000063583,0
341289.463,2343,EventA,rising edge event,0.0006,341289.463625,0.000063661,0
341292.627,2343,EventA,rising edge event,0.0001,341292.627113,0.000063746,0
341295.421,2343,EventA,rising edge event,0.0004,341295.421439,0.000063821,0
341298.159,2343,EventA,rising edge event,0.0006,341298.159565,0.000063895,0
341301.146,2343,EventA,rising edge event,0.0006,341301.146593,0.000063975,0
341303.956,2343,EventA,rising edge event,0.0002,341303.956180,0.000064049,0
341306.555,2343,EventA,rising edge event,0.0002,341306.555160,0.000064118,0
341309.124,2343,EventA,rising edge event,0.0005,341309.124487,0.000064187,0
341311.820,2343,EventA,rising edge event,0.0000,341311.820018,0.000064260,0
341315.196,2343,EventA,rising edge event,0.0002,341315.196208,0.000064350,0
341318.264,2343,EventA,rising edge event,0.0004,341318.264377,0.000064432,0
341321.178,2343,EventA,rising edge event,0.0006,341321.178581,0.000064510,0
341323.374,2343,EventA,rising edge event,0.0002,341323.374172,0.000064569,0
341326.404,2343,EventA,rising edge event,0.0003,341326.404344,0.000064651,0
341328.566,2343,EventA,rising edge event,0.0001,341328.566150,0.000064709,0
341331.129,2343,EventA,rising edge event,0.0001,341331.129117,0.000064778,0
341333.312,2343,EventA,rising edge event,0.0009,341333.312876,0.000064837,0
341335.643,2343,EventA,rising edge event,0.0000,341335.643044,0.000064901,0
341338.490,2343,EventA,rising edge event,0.0001,341338.490088,0.000064977,0
341341.073,2343,EventA,rising edge event,0.0005,341341.073470,0.000065047,0
341343.646,2343,EventA,rising edge event,0.0003,341343.646276,0.000065116,0
341347.311,2343,EventA,rising edge event,0.0005,341347.311498,0.000065215,0
341352.851,2343,EventA,rising edge event,0.0008,341352.851802,0.000065365,0
341356.495,2343,EventA,rising edge event,0.0008,341356.495793,0.000065465,0
341360.019,2343,EventA,rising edge event,0.0008,341360.019844,0.000065561,0
341363.036,2343,EventA,rising edge event,0.0007,341363.036677,0.000065644,0
341366.267,2343,EventA,rising edge event,0.0002,341366.267183,0.000065733,0
341368.729,2343,EventA,rising edge event,0.0009,341368.729875,0.000065799,0
341372.241,2343,EventA,rising edge event,0.0005,341372.241547,0.000065895,0
341375.290,2343,EventA,rising edge event,0.0001,341375.290095,0.000065979,0
341377.862,2343,EventA,rising edge event,0.0003,341377.862311,0.000066050,0
341380.494,2343,EventA,rising edge event,0.0002,341380.494235,0.000066123,0
341383.517,2343,EventA,rising edge event,0.0001,341383.517105,0.000066206,0
341388.526,2343,EventA,rising edge event,0.0010,341388.526999,0.000066346,0
341391.854,2343,EventA,rising edge event,0.0002,341391.854178,0.000066440,0
341395.574,2343,EventA,rising edge event,0.0007,341395.574702,0.000066544,0
341399.909,2343,EventA,rising edge event,0.0001,341399.909100,0.000066668,0
341402.982,2343,EventA,rising edge event,0.0003,341402.982309,0.000066756,0
341406.432,2343,EventA,rising edge event,0.0002,341406.432207,0.000066852,0
341409.659,2343,EventA,rising edge event,0.0006,341409.659573,0.000066943,0
341412.549,2343,EventA,rising edge event,0.0003,341412.549271,0.000067024,0
341415.298,2343,EventA,rising edge event,0.0003,341415.298319,0.000067102,0
341418.330,2343,EventA,rising edge event,0.0004,341418.330422,0.000067187,0
341421.255,2343,EventA,rising edge event,0.0008,341421.255822,0.000067270,0
341424.585,2343,EventA,rising edge event,0.0001,341424.585119,0.000067363,0
341427.328,2343,EventA,rising edge event,0.0003,341427.328324,0.000067440,0
341430.001,2343,EventA,rising edge event,0.0003,341430.001324,0.000067514,0
341432.659,2343,EventA,rising edge event,0.0005,341432.659506,0.000067589,0
341435.204,2343,EventA,rising edge event,0.0009,341435.204900,0.000067659,0
341437.693,2343,EventA,rising edge event,0.0010,341437.694000,0.000067726,0
341440.187,2343,EventA,rising edge event,0.0008,341440.187760,0.000067795,0
341442.745,2343,EventA,rising edge event,0.0008,341442.745759,0.000067867,0
341446.122,2343,EventA,rising edge event,0.0006,341446.122585,0.000067960,0
341449.333,2343,EventA,rising edge event,0.0004,341449.333381,0.000068049,0
341452.276,2343,EventA,rising edge event,0.0003,341452.276332,0.000068130,0
341454.704,2343,EventA,rising edge event,0.0004,341454.704369,0.000068197,0
341457.588,2343,EventA,rising edge event,0.0009,341457.588903,0.000068276,0
341461.304,2343,EventA,rising edge event,0.0003,341461.304277,0.000068380,0
341463.984,2343,EventA,rising edge event,0.0006,341463.984603,0.000068454,0
341467.421,2343,EventA,rising edge event,0.0001,341467.421092,0.000068551,0
341470.521,2343,EventA,rising edge event,0.0005,341470.521527,0.000068637,0
341473.932,2343,EventA,rising edge event,0.0003,341473.932349,0.000068732,0
341476.871,2343,EventA,rising edge event,0.0007,341476.871652,0.000068813,0
341480.089,2343,EventA,rising edge event,0.0001,341480.089050,0.000068903,0
341483.344,2343,EventA,rising edge event,0.0006,341483.344626,0.000068992,0
341485.916,2343,EventA,rising edge event,0.0007,341485.916672,0.000069062,0
341488.488,2343,EventA,rising edge event,0.0010,341488.488973,0.000069131,0
341491.000,2343,EventA,rising edge event,0.0002,341491.000239,0.000069198,0
341493.599,2343,EventA,rising edge event,0.0007,341493.599662,0.000069268,0
341496.096,2343,EventA,rising edge event,0.0000,341496.096022,0.000069335,0
341498.886,2343,EventA,rising edge event,0.0009,341498.886937,0.000069412,0
341501.569,2343,EventA,rising edge event,0.0005,341501.569489,0.000069486,0
341504.053,2343,EventA,rising edge event,0.0000,341504.053048,0.000069552,0
341507.325,2343,EventA,rising edge event,0.0001,341507.325141,0.000069640,0
341509.844,2343,EventA,rising edge event,0.0008,341509.844825,0.000069708,0
341512.674,2343,EventA,rising edge event,0.0000,341512.674010,0.000069783,0
341515.834,2343,EventA,rising edge event,0.0004,341515.834389,0.000069865,0
341518.964,2343,EventA,rising edge event,0.0003,341518.964333,0.000069947,0
341521.956,2343,EventA,rising edge event,0.0003,341521.956286,0.000070026,0
341525.358,2343,EventA,rising edge event,0.0002,341525.358194,0.000070115,0
341528.153,2343,EventA,rising edge event,0.0004,341528.153394,0.000070188,0
341531.720,2343,EventA,rising edge event,0.0001,341531.720121,0.000070282,0
341534.857,2343,EventA,rising edge event,0.0008,341534.857831,0.000070363,0
341538.307,2343,EventA,rising edge event,0.0002,341538.307175,0.000070453,0
341543.888,2343,EventA,rising edge event,0.0009,341543.888871,0.000070601,0
341546.713,2343,EventA,rising edge event,0.0003,341546.713285,0.000070676,0
341551.170,2343,EventA,rising edge event,0.0000,341551.170031,0.000070797,0
341554.994,2343,EventA,rising edge event,0.0002,341554.994183,0.000070899,0
341558.891,2343,EventA,rising edge event,0.0007,341558.891690,0.000071004,0
341562.073,2343,EventA,rising edge event,0.0007,341562.073674,0.000071091,0
341566.796,2343,EventA,rising edge event,0.0002,341566.796201,0.000071219,0
341570.515,2343,EventA,rising edge event,0.0003,341570.515308,0.000071319,0
341575.635,2343,EventA,rising edge event,0.0009,341575.635936,0.000071456,0
341579.400,2343,EventA,rising edge event,0.0001,341579.400062,0.000071560,0
341583.525,2343,EventA,rising edge event,0.0007,341583.525732,0.000071673,0
341586.925,2343,EventA,rising edge event,0.0008,341586.925818,0.000071765,0
341590.256,2343,EventA,rising edge event,0.0003,341590.256331,0.000071853,0
341597.980,2343,EventA,rising edge event,0.0009,341597.980853,0.000072067,0
341602.226,2343,EventA,rising edge event,0.0000,341602.226021,0.000072188,0
341606.035,2343,EventA,rising edge event,0.0005,341606.035497,0.000072295,0
341609.912,2343,EventA,rising edge event,0.0009,341609.912896,0.000072404,0
341613.665,2343,EventA,rising edge event,0.0001,341613.665121,0.000072509,0
341617.217,2343,EventA,rising edge event,0.0005,341617.217490,0.000072610,0
341620.554,2343,EventA,rising edge event,0.0008,341620.554814,0.000072704,0
341623.932,2343,EventA,rising edge event,0.0006,341623.932589,0.000072801,0
341627.249,2343,EventA,rising edge event,0.0006,341627.249595,0.000072894,0
341630.964,2343,EventA,rising edge event,0.0002,341630.964233,0.000073000,0
341634.252,2343,EventA,rising edge event,0.0008,341634.252816,0.000073094,0
341637.432,2343,EventA,rising edge event,0.0004,341637.432376,0.000073184,0
341640.571,2343,EventA,rising edge event,0.0001,341640.571105,0.000073272,0
341643.891,2343,EventA,rising edge event,0.0009,341643.891917,0.000073365,0
341647.249,2343,EventA,rising edge event,0.0004,341647.249439,0.000073493,0
341651.223,2343,EventA,rising edge event,0.0001,341651.223138,0.000073607,0
341654.233,2343,EventA,rising edge event,0.0003,341654.233265,0.000073693,0
341657.796,2343,EventA,rising edge event,0.0005,341657.796480,0.000073796,0
341660.920,2343,EventA,rising edge event,0.0007,341660.920673,0.000073887,0
341664.187,2343,EventA,rising edge event,0.0007,341664.187740,0.000073952,0
341667.557,2343,EventA,rising edge event,0.0003,341667.557281,0.000074045,0
341671.336,2343,EventA,rising edge event,0.0001,341671.336097,0.000074151,0
341676.364,2343,EventA,rising edge event,0.0005,341676.364477,0.000074292,0
341680.358,2343,EventA,rising edge event,0.0000,341680.358045,0.000074403,0
341684.927,2343,EventA,rising edge event,0.0008,341684.927828,0.000074529,0
341689.077,2343,EventA,rising edge event,0.0010,341689.077996,0.000074645,0
341693.168,2343,EventA,rising edge event,0.0005,341693.168454,0.000074760,0
341696.670,2343,EventA,rising edge event,0.0006,341696.670564,0.000074858,0
341700.171,2343,EventA,rising edge event,0.0008,341700.171801,0.000074956,0
341705.098,2343,EventA,rising edge event,0.0005,341705.098471,0.000075092,0
341708.328,2343,EventA,rising edge event,0.0009,341708.328945,0.000075184,0
341711.628,2343,EventA,rising edge event,0.0001,341711.628121,0.000075278,0
341715.162,2343,EventA,rising edge event,0.0008,341715.162779,0.000075377,0
341718.747,2343,EventA,rising edge event,0.0001,341718.747130,0.000075477,0
341721.390,2343,EventA,rising edge event,0.0008,341721.390788,0.000075551,0
341724.415,2343,EventA,rising edge event,0.0008,341724.415766,0.000075629,0
341726.942,2343,EventA,rising edge event,0.0006,341726.942588,0.000075694,0
341730.124,2343,EventA,rising edge event,0.0003,341730.124339,0.000075777,0
341733.085,2343,EventA,rising edge event,0.0006,341733.085599,0.000075858,0
341737.077,2343,EventA,rising edge event,0.0010,341737.077971,0.000075966,0
341740.780,2343,EventA,rising edge event,0.0010,341740.780980,0.000076068,0
341744.687,2343,EventA,rising edge event,0.0005,341744.687546,0.000076173,0
341749.255,2343,EventA,rising edge event,0.0001,341749.255084,0.000076298,0
341752.640,2343,EventA,rising edge event,0.0010,341752.640996,0.000076393,0
341755.743,2343,EventA,rising edge event,0.0001,341755.743130,0.000076478,0
341759.018,2343,EventA,rising edge event,0.0009,341759.018876,0.000076568,0
341762.663,2343,EventA,rising edge event,0.0001,341762.663134,0.000076667,0
341768.346,2343,EventA,rising edge event,0.0002,341768.346216,0.000076821,0
341771.928,2343,EventA,rising edge event,0.0002,341771.928171,0.000076916,0
341775.723,2343,EventA,rising edge event,0.0002,341775.723237,0.000077018,0
341779.535,2343,EventA,rising edge event,0.0007,341779.535677,0.000077122,0
341782.274,2343,EventA,rising edge event,0.0004,341782.274363,0.000077196,0
341785.126,2343,EventA,rising edge event,0.0009,341785.126944,0.000077271,0
341787.874,2343,EventA,rising edge event,0.0004,341787.874353,0.000077345,0
341790.620,2343,EventA,rising edge event,0.0006,341790.620584,0.000077418,0
341793.372,2343,EventA,rising edge event,0.0007,341793.372697,0.000077493,0
341798.691,2343,EventA,rising edge event,0.0001,341798.691061,0.000077635,0
341801.966,2343,EventA,rising edge event,0.0007,341801.966705,0.000077724,0
341805.378,2343,EventA,rising edge event,0.0005,341805.378511,0.000077819,0
341808.472,2343,EventA,rising edge event,0.0003,341808.472304,0.000077905,0
341814.333,2343,EventA,rising edge event,0.0009,341814.333940,0.000078063,0
341817.952,2343,EventA,rising edge event,0.0006,341817.952624,0.000078160,0
341821.584,2343,EventA,rising edge event,0.0006,341821.584618,0.000078257,0
341824.371,2343,EventA,rising edge event,0.0004,341824.371411,0.000078333,0
341827.148,2343,EventA,rising edge event,0.0006,341827.148601,0.000078408,0
341831.611,2343,EventA,rising edge event,0.0005,341831.611500,0.000078525,0
341834.664,2343,EventA,rising edge event,0.0006,341834.664577,0.000078607,0
341837.674,2343,EventA,rising edge event,0.0009,341837.674936,0.000078688,0
341840.866,2343,EventA,rising edge event,0.0009,341840.866872,0.000078774,0
341843.836,2343,EventA,rising edge event,0.0010,341843.836988,0.000078852,0
341847.991,2343,EventA,rising edge event,0.0003,341847.991261,0.000078962,0
341851.272,2343,EventA,rising edge event,0.0007,341851.272695,0.000079054,0
341855.118,2343,EventA,rising edge event,0.0007,341855.118685,0.000079158,0
341858.513,2343,EventA,rising edge event,0.0008,341858.513815,0.000079249,0
341861.313,2343,EventA,rising edge event,0.0003,341861.313308,0.000079324,0
341864.771,2343,EventA,rising edge event,0.0005,341864.771515,0.000079418,0
341868.333,2343,EventA,rising edge event,0.0004,341868.333421,0.000079515,0
341871.338,2343,EventA,rising edge event,0.0003,341871.338272,0.000079596,0
341874.510,2343,EventA,rising edge event,0.0006,341874.510624,0.000079681,0
341877.345,2343,EventA,rising edge event,0.0002,341877.345236,0.000079757,0
341880.996,2343,EventA,rising edge event,0.0005,341880.996479,0.000079855,0
341883.712,2343,EventA,rising edge event,0.0009,341883.712863,0.000079929,0
341886.838,2343,EventA,rising edge event,0.0009,341886.838861,0.000080012,0
341889.623,2343,EventA,rising edge event,0.0004,341889.623391,0.000080088,0
341892.453,2343,EventA,rising edge event,0.0006,341892.453618,0.000080165,0
341895.251,2343,EventA,rising edge event,0.0004,341895.251379,0.000080242,0
341898.067,2343,EventA,rising edge event,0.0010,341898.067976,0.000080318,0
341900.891,2343,EventA,rising edge event,0.0006,341900.891556,0.000080395,0
341903.560,2343,EventA,rising edge event,0.0000,341903.560040,0.000080465,0
341906.726,2343,EventA,rising edge event,0.0009,341906.726884,0.000080550,0
341909.294,2343,EventA,rising edge event,0.0000,341909.294040,0.000080619,0
341912.247,2343,EventA,rising edge event,0.0009,341912.247917,0.000080699,0
341914.767,2343,EventA,rising edge event,0.0003,341914.767313,0.000080769,0
341917.433,2343,EventA,rising edge event,0.0008,341917.433836,0.000080840,0
341920.629,2343,EventA,rising edge event,0.0001,341920.629147,0.000080926,0
341924.352,2343,EventA,rising edge event,0.0000,341924.352046,0.000081024,0
341928.331,2343,EventA,rising edge event,0.0001,341928.331120,0.000081129,0
341931.008,2343,EventA,rising edge event,0.0007,341931.008734,0.000081201,0
341933.860,2343,EventA,rising edge event,0.0007,341933.860684,0.000081275,0
341937.212,2343,EventA,rising edge event,0.0004,341937.212386,0.000081363,0
341940.818,2343,EventA,rising edge event,0.0009,341940.818896,0.000081459,0
341943.947,2343,EventA,rising edge event,0.0003,341943.947326,0.000081543,0
341946.840,2343,EventA,rising edge event,0.0001,341946.840052,0.000081621,0
341950.165,2343,EventA,rising edge event,0.0003,341950.165291,0.000081711,0
341952.893,2343,EventA,rising edge event,0.0002,341952.893186,0.000081784,0
341955.557,2343,EventA,rising edge event,0.0002,341955.557152,0.000081855,0
341959.801,2343,EventA,rising edge event,0.0000,341959.801027,0.000081968,0
341962.467,2343,EventA,rising edge event,0.0002,341962.467216,0.000082039,0
341965.540,2343,EventA,rising edge event,0.0009,341965.540860,0.000082119,0
341968.621,2343,EventA,rising edge event,0.0004,341968.621373,0.000082199,0
341971.800,2343,EventA,rising edge event,0.0009,341971.800921,0.000082284,0
341974.731,2343,EventA,rising edge event,0.0002,341974.731214,0.000082360,0
341977.527,2343,EventA,rising edge event,0.0005,341977.527548,0.000082434,0
341980.572,2343,EventA,rising edge event,0.0004,341980.572421,0.000082513,0
341983.294,2343,EventA,rising edge event,0.0009,341983.294853,0.000082583,0
341986.747,2343,EventA,rising edge event,0.0003,341986.747252,0.000082674,0
341989.346,2343,EventA,rising edge event,0.0004,341989.346392,0.000082741,0
341991.800,2343,EventA,rising edge event,0.0005,341991.800497,0.000082805,0
341994.759,2343,EventA,rising edge event,0.0006,341994.759643,0.000082881,0
341997.513,2343,EventA,rising edge event,0.0010,341997.513970,0.000082952,0
342000.480,2343,EventA,rising edge event,0.0009,342000.480878,0.000083030,0
342003.354,2343,EventA,rising edge event,0.0002,342003.354189,0.000083103,0
342006.829,2343,EventA,rising edge event,0.0007,342006.829711,0.000083193,0
342009.729,2343,EventA,rising edge event,0.0009,342009.729882,0.000083268,0
342012.758,2343,EventA,rising edge event,0.0003,342012.758252,0.000083345,0
342015.840,2343,EventA,rising edge event,0.0005,342015.840456,0.000083425,0
342018.957,2343,EventA,rising edge event,0.0006,342018.957643,0.000083504,0
342021.439,2343,EventA,rising edge event,0.0001,342021.439131,0.000083568,0
342024.169,2343,EventA,rising edge event,0.0009,342024.169936,0.000083639,0
342027.059,2343,EventA,rising edge event,0.0003,342027.059318,0.000083714,0
342030.613,2343,EventA,rising edge event,0.0003,342030.613267,0.000083807,0
342033.739,2343,EventA,rising edge event,0.0005,342033.739474,0.000083888,0
342037.318,2343,EventA,rising edge event,0.0004,342037.318361,0.000083981,0
342040.110,2343,EventA,rising edge event,0.0001,342040.110090,0.000084054,0
342042.866,2343,EventA,rising edge event,0.0004,342042.866372,0.000084124,0
342046.201,2343,EventA,rising edge event,0.0004,342046.201400,0.000084208,0
342049.222,2343,EventA,rising edge event,0.0001,342049.222128,0.000084284,0
