time,Counter,lat,lon,height,DepthCm,sdn,sde,sdu,sdne,sdeu,sdun,age,ratio,lat_std,lon_std,height_std,Q,ns,BattVolts
2024-12-04 22:44:48.289,100430,71.33625627,-156.565832198,-1.542,20.81,0.0034,0.0025,0.0101,0.001,0.0014,0.0048,-0.45,31.88,1.2413e-07,5.3108e-07,0.0189,1,27,13.14
2024-12-04 22:44:51.137,100431,71.336255145,-156.565837738,-1.518,20.58,0.0034,0.0025,0.0101,0.001,0.0014,0.0048,-0.45,29.6,8.652e-08,3.4909e-07,0.0054,1,27,13.15
2024-12-04 22:44:54.285,100432,71.336254114,-156.565842546,-1.519,20.92,0.0034,0.0026,0.0102,0.0008,0.0012,0.0048,-0.45,36.41,9.517e-08,2.025e-07,0.0123,1,26,13.14
2024-12-04 22:44:57.095,100433,71.336252499,-156.565848291,-1.511,21.15,0.0034,0.0026,0.0102,0.0008,0.0011,0.0049,-0.45,40.52,1.2177e-07,3.4648e-07,0.0047,1,25,13.14
2024-12-04 22:44:59.941,100434,71.336251747,-156.565852566,-1.484,21.09,0.0036,0.0029,0.0111,0.0013,0.0021,0.0052,-0.45,21.63,6.155e-08,3.4335e-07,0.0276,1,21,13.14
2024-12-04 22:45:02.719,100435,71.336250268,-156.565858116,-1.523,20.52,0.0037,0.0029,0.0113,0.0014,0.0022,0.0052,-0.45,118.21,1.3129e-07,2.4012e-07,0.0084,1,20,13.14
2024-12-04 22:45:05.716,100436,71.336248954,-156.565864321,-1.513,19.15,0.0035,0.0028,0.0108,0.0012,0.0015,0.0049,-0.45,28.6,9.257e-08,3.461e-07,0.0056,1,21,13.14
2024-12-04 22:45:09.070,100437,71.336247092,-156.565869241,-1.518,19.04,0.0034,0.0025,0.01,0.001,0.0014,0.0048,-0.45,6.97,1.5001e-07,3.2966e-07,0.0111,1,27,13.14
2024-12-04 22:45:11.832,100438,71.336245703,-156.565875813,-1.522,18.18,0.0034,0.0025,0.0102,0.001,0.0017,0.0048,-0.45,275.16,1.1681e-07,3.6487e-07,0.0143,1,26,13.14
2024-12-04 22:45:14.259,100439,71.33624496,-156.565883737,-1.522,16.18,0.0034,0.0025,0.01,0.001,0.0014,0.0048,-0.45,265.33,9.765e-08,2.4575e-07,0.0086,1,27,13.14
2024-12-04 22:45:17.149,100440,71.336243847,-156.565887379,-1.454,7.954,0.0034,0.0025,0.0102,0.001,0.0017,0.0048,-0.45,251.7,1.2389e-07,3.2761e-07,0.0111,1,26,13.14
2024-12-04 22:45:19.504,100441,71.336242381,-156.565894905,-1.518,14.98,0.0034,0.0025,0.0102,0.001,0.0017,0.0048,-0.45,239.8,1.02e-07,2.695e-07,0.0108,1,26,13.14
2024-12-04 22:45:22.953,100442,71.336241944,-156.565897804,-1.493,11.84,0.0034,0.0025,0.0102,0.001,0.0017,0.0048,-0.45,219.27,2.293e-07,5.7403e-07,0.0092,1,26,13.14
2024-12-04 22:45:25.950,100443,71.336241471,-156.565903784,-1.488,10.64,0.0034,0.0025,0.0102,0.001,0.0017,0.0048,-0.45,208.87,1.9753e-07,5.4666e-07,0.0061,1,26,13.14
2024-12-04 22:45:28.757,100444,71.33623961,-156.565911525,-1.489,11.67,0.0034,0.0025,0.0102,0.001,0.0017,0.0048,-0.45,195.64,8.976e-08,4.713e-07,0.0071,1,26,13.14
2024-12-04 22:45:31.360,100445,71.33623901,-156.565917295,-1.486,11.32,0.0032,0.0025,0.0098,0.001,0.0015,0.0045,-0.45,179.52,3.291e-08,5.6292e-07,0.0069,1,28,13.14
2024-12-04 22:45:35.575,100446,71.336237708,-156.565923648,-1.489,10.75,0.0032,0.0025,0.0098,0.001,0.0015,0.0045,-0.45,162.27,1.3485e-07,2.2473e-07,0.0104,1,28,13.14
2024-12-04 22:45:38.173,100447,71.336236878,-156.565927282,-1.502,12.01,0.0032,0.0025,0.0098,0.001,0.0015,0.0045,-0.45,145.45,1.1123e-07,2.7971e-07,0.0058,1,28,13.14
2024-12-04 22:45:41.290,100448,71.336236161,-156.565934274,-1.492,11.78,0.0032,0.0025,0.0098,0.001,0.0015,0.0045,-0.45,134.35,1.5672e-07,6.4419e-07,0.007,1,28,13.14
2024-12-04 22:45:44.343,100449,71.336235139,-156.565938314,-1.49,11.9,0.0032,0.0025,0.0098,0.001,0.0015,0.0045,-0.45,122.86,1.2034e-07,2.3158e-07,0.0026,1,28,13.14
2024-12-04 22:45:47.101,100450,71.336233761,-156.56594464,-1.5,10.64,0.0032,0.0025,0.0098,0.001,0.0015,0.0045,-0.45,111.54,6.286e-08,2.9998e-07,0.0069,1,28,13.14
2024-12-04 22:45:49.428,100451,71.33623276,-156.565950408,-1.49,10.52,0.0032,0.0025,0.01,0.0011,0.0017,0.0046,-0.45,102.85,1.258e-07,5.554e-07,0.0125,1,28,13.14
2024-12-04 22:45:51.705,100452,71.336231552,-156.565955913,-1.496,8.98,0.0032,0.0025,0.0098,0.001,0.0016,0.0045,-0.45,93.86,1.0545e-07,1.7102e-07,0.0043,1,28,13.14
2024-12-04 22:45:54.268,100453,71.336230281,-156.56596106,-1.503,9.61,0.0032,0.0025,0.0098,0.001,0.0015,0.0045,-0.45,83.72,8.58e-08,2.555e-07,0.0042,1,28,13.13
2024-12-04 22:45:56.737,100454,71.336229825,-156.565966796,-1.518,12.07,0.0032,0.0025,0.0098,0.001,0.0015,0.0045,-0.45,73.0,5.1e-08,5.1563e-07,0.0051,1,28,13.14
2024-12-04 22:46:03.263,100455,71.336228365,-156.565973441,-1.503,14.24,0.0032,0.0025,0.01,0.0011,0.0017,0.0046,-0.45,47.78,1.0625e-07,9.163e-08,0.0046,1,28,13.14
2024-12-04 22:46:05.867,100456,71.336227244,-156.565980334,-1.475,9.72,0.0032,0.0025,0.0098,0.001,0.0015,0.0045,-0.45,38.27,8.66e-08,2.3567e-07,0.0103,1,28,13.14
2024-12-04 22:46:08.455,100457,71.33622689,-156.565984516,-1.489,9.21,0.0032,0.0025,0.0098,0.001,0.0015,0.0045,-0.45,28.25,2.1327e-07,5.2511e-07,0.004,1,28,13.13
2024-12-04 22:46:12.276,100458,71.336225639,-156.565990411,-1.493,9.21,0.0032,0.0025,0.0098,0.001,0.0015,0.0045,-0.45,13.73,1.2377e-07,1.9088e-07,0.0051,1,28,13.13
2024-12-04 22:46:14.941,100459,71.336224877,-156.565993873,-1.498,9.61,0.0032,0.0025,0.0098,0.001,0.0015,0.0045,-0.45,78.61,4.464e-08,4.4874e-07,0.0078,1,28,13.13
2024-12-04 22:46:18.264,100460,71.33622348,-156.566000446,-1.492,9.72,0.0032,0.0025,0.0098,0.001,0.0015,0.0045,-0.45,180.58,1.1583e-07,8.0469e-07,0.0049,1,28,13.13
2024-12-04 22:46:20.927,100461,71.336222828,-156.566006723,-1.485,8.58,0.0032,0.0025,0.0099,0.0011,0.0016,0.0045,-0.45,239.1,1.1785e-07,3.9078e-07,0.0049,1,28,13.13
2024-12-04 22:46:23.904,100462,71.336221508,-156.566014264,-1.465,8.24,0.0032,0.0025,0.0098,0.001,0.0015,0.0045,-0.45,170.04,6.774e-08,6.1995e-07,0.0036,1,28,13.14
2024-12-04 22:46:26.852,100463,71.336221045,-156.566018715,-1.49,8.81,0.0032,0.0025,0.0099,0.0011,0.0016,0.0045,-0.45,250.74,8.509e-08,7.9267e-07,0.0118,1,28,13.14
2024-12-04 22:46:29.871,100464,71.336220201,-156.566025961,-1.479,8.75,0.0032,0.0025,0.0098,0.001,0.0015,0.0045,-0.45,16.97,7.967e-08,3.2278e-07,0.0119,1,28,13.13
2024-12-04 22:46:32.763,100465,71.336219402,-156.56602895,-1.468,8.87,0.0032,0.0025,0.0098,0.001,0.0015,0.0045,-0.45,5.96,8.9e-08,2.1461e-07,0.0027,1,28,13.14
2024-12-04 22:46:35.079,100466,71.33621856,-156.566035293,-1.467,8.35,0.0032,0.0025,0.01,0.0011,0.0017,0.0046,-0.45,294.28,1.387e-07,4.9826e-07,0.0062,1,28,13.14
2024-12-04 22:46:37.702,100467,71.336217367,-156.566042539,-1.483,8.01,0.0032,0.0026,0.01,0.0011,0.0017,0.0045,-0.45,293.22,1.6911e-07,2.5898e-07,0.0178,1,28,13.12
2024-12-04 22:46:40.150,100468,71.336216672,-156.566047641,-1.475,8.13,0.0032,0.0025,0.0098,0.001,0.0015,0.0045,-0.45,162.96,1.0284e-07,3.2592e-07,0.0132,1,28,13.12
2024-12-04 22:46:42.944,100469,71.336214652,-156.566056101,-1.468,8.81,0.0032,0.0025,0.0098,0.001,0.0015,0.0045,-0.45,153.43,1.0656e-07,6.8868e-07,0.0087,1,28,13.13
2024-12-04 22:46:45.625,100470,71.336214533,-156.566059564,-1.481,10.87,0.0032,0.0025,0.0098,0.001,0.0015,0.0045,-0.45,143.6,7.189e-08,3.7302e-07,0.0107,1,28,13.12
2024-12-04 22:46:48.978,100471,71.336213405,-156.566067418,-1.487,13.67,0.0032,0.0025,0.0099,0.001,0.0016,0.0045,-0.45,205.75,7.443e-08,4.5734e-07,0.0094,1,28,13.14
2024-12-04 22:46:51.860,100472,71.336212245,-156.566072401,-1.419,12.64,0.0032,0.0025,0.0099,0.0011,0.0016,0.0045,-0.45,256.22,8.47e-08,4.5434e-07,0.0055,1,28,13.13
2024-12-04 22:46:54.770,100473,71.336211279,-156.56607786,-1.406,11.15,0.0032,0.0025,0.0098,0.001,0.0015,0.0045,-0.45,124.04,1.634e-07,2.5713e-07,0.0054,1,28,13.12
2024-12-04 22:46:58.049,100474,71.336209822,-156.566083074,-1.473,16.29,0.0032,0.0025,0.0099,0.0011,0.0016,0.0045,-0.45,213.36,1.049e-07,3.3147e-07,0.0055,1,28,13.13
2024-12-04 22:47:01.463,100475,71.336209284,-156.566089515,-1.483,14.47,0.0032,0.0025,0.0098,0.001,0.0015,0.0045,-0.45,108.84,1.4199e-07,1.8029e-07,0.0078,1,28,13.12
2024-12-04 22:47:04.314,100476,71.336208316,-156.566092683,-1.486,13.21,0.0032,0.0025,0.0098,0.001,0.0015,0.0045,-0.45,142.35,1.6159e-07,1.07646e-06,0.0049,1,28,13.13
2024-12-04 22:47:06.946,100477,71.33620669,-156.566099884,-1.48,14.07,0.0032,0.0025,0.0098,0.001,0.0015,0.0045,-0.45,89.43,1.0371e-07,2.5316e-07,0.0052,1,28,13.12
2024-12-04 22:47:09.570,100478,71.336205187,-156.56610533,-1.476,14.24,0.0032,0.0025,0.01,0.0011,0.0017,0.0045,-0.45,313.12,2.6594e-07,1.7215e-07,0.0027,1,28,13.13
2024-12-04 22:47:13.597,100479,71.336204078,-156.566108194,-1.495,13.78,0.0032,0.0025,0.01,0.0011,0.0017,0.0045,-0.45,314.84,1.3872e-07,8.6668e-07,0.0071,1,28,13.13
2024-12-04 22:47:15.931,100480,71.336203742,-156.56611476,-1.503,15.15,0.0032,0.0025,0.01,0.001,0.0016,0.0046,-0.45,356.38,1.5748e-07,2.0438e-07,0.0053,1,28,13.12
2024-12-04 22:47:18.638,100481,71.336202506,-156.566120502,-1.505,13.67,0.0032,0.0025,0.0098,0.001,0.0015,0.0045,-0.45,75.6,1.0703e-07,4.4175e-07,0.0077,1,28,13.13
2024-12-04 22:47:21.236,100482,71.336201414,-156.566125216,-1.515,12.7,0.0032,0.0025,0.0099,0.0011,0.0016,0.0045,-0.45,237.57,1.5212e-07,9.1544e-07,0.0058,1,28,13.13
2024-12-04 22:47:24.381,100483,71.336200623,-156.56613216,-1.496,10.24,0.0032,0.0025,0.0098,0.001,0.0015,0.0045,-0.45,114.28,1.9688e-07,2.4097e-07,0.0034,1,28,13.12
2024-12-04 22:47:27.417,100484,71.336199842,-156.566136711,-1.501,10.01,0.0032,0.0025,0.0098,0.001,0.0015,0.0045,-0.45,51.48,1.7161e-07,5.4351e-07,0.007,1,28,13.12
2024-12-04 22:47:30.290,100485,71.33619844,-156.56614404,-1.516,10.92,0.0032,0.0025,0.0098,0.001,0.0015,0.0045,-0.45,39.2,1.1563e-07,5.8769e-07,0.0049,1,28,13.12
2024-12-04 22:47:33.093,100486,71.336197185,-156.566148535,-1.515,11.32,0.0032,0.0025,0.01,0.0011,0.0017,0.0045,-0.45,312.75,1.0442e-07,4.1827e-07,0.0054,1,28,13.12
2024-12-04 22:47:36.107,100487,71.336195634,-156.566155763,-1.501,10.24,0.0032,0.0025,0.0098,0.001,0.0016,0.0045,-0.45,143.27,6.333e-08,3.1666e-07,0.0047,1,28,13.12
2024-12-04 22:47:38.698,100488,71.336194996,-156.566158892,-1.489,9.21,0.0032,0.0025,0.0098,0.001,0.0015,0.0045,-0.45,49.73,1.0545e-07,3.9896e-07,0.0029,1,28,13.12
2024-12-04 22:47:42.118,100489,71.336193229,-156.566166414,-1.499,10.07,0.0032,0.0025,0.0099,0.0011,0.0017,0.0045,-0.45,317.87,1.6281e-07,3.7132e-07,0.0053,1,28,13.12
2024-12-04 22:47:44.774,100490,71.336192193,-156.566171008,-1.511,10.98,0.0032,0.0025,0.0098,0.001,0.0015,0.0045,-0.45,10.84,1.7744e-07,2.343e-07,0.0053,1,28,13.12
2024-12-04 22:47:47.504,100491,71.336191693,-156.566177082,-1.517,11.21,0.0032,0.0025,0.0099,0.0011,0.0017,0.0045,-0.45,315.25,1.5025e-07,6.829e-07,0.0092,1,28,13.12
2024-12-04 22:47:49.699,100492,71.336190679,-156.566181815,-1.511,10.07,0.0032,0.0025,0.0099,0.0011,0.0017,0.0045,-0.45,314.16,1.0504e-07,5.6824e-07,0.0026,1,28,13.12
2024-12-04 22:47:52.399,100493,71.336189924,-156.566185744,-1.512,9.67,0.0032,0.0025,0.01,0.0011,0.0017,0.0045,-0.45,319.42,1.005e-07,3.1519e-07,0.0054,1,28,13.12
2024-12-04 22:47:55.118,100494,71.336188026,-156.566193925,-1.487,7.154,0.0032,0.0025,0.0098,0.001,0.0016,0.0045,-0.45,192.45,1.4562e-07,4.1084e-07,0.005,1,28,13.12
2024-12-04 22:47:57.624,100495,71.336187342,-156.566197638,-1.525,9.95,0.0032,0.0025,0.0099,0.001,0.0017,0.0045,-0.45,317.58,9.882e-08,3.732e-07,0.0047,1,28,13.12
2024-12-04 22:48:00.487,100496,71.336186646,-156.566204356,-1.525,9.55,0.0032,0.0025,0.0099,0.0011,0.0017,0.0045,-0.45,318.01,7.282e-08,6.8032e-07,0.0039,1,28,13.12
2024-12-04 22:48:03.390,100497,71.336185286,-156.566208323,-1.519,10.18,0.0032,0.0025,0.0099,0.0011,0.0017,0.0045,-0.45,317.97,5.442e-08,2.8973e-07,0.0028,1,28,13.12
2024-12-04 22:48:06.548,100498,71.336183957,-156.56621392,-1.496,9.27,0.0032,0.0025,0.0099,0.0011,0.0018,0.0045,-0.45,318.72,1.3034e-07,2.0489e-07,0.0036,1,28,13.12
2024-12-04 22:48:09.463,100499,71.336183135,-156.56621951,-1.502,9.9,0.0032,0.0025,0.0099,0.0011,0.0018,0.0045,-0.45,316.54,1.2909e-07,4.0544e-07,0.0024,1,28,13.12
2024-12-04 22:48:12.627,100500,71.336181694,-156.566226968,-1.502,11.15,0.0032,0.0025,0.0099,0.0011,0.0018,0.0045,-0.45,311.09,6.6e-08,1.7615e-07,0.0054,1,28,13.12
2024-12-04 22:48:15.421,100501,71.336181146,-156.566233575,-1.499,8.47,0.0032,0.0025,0.0099,0.0011,0.0018,0.0045,-0.45,309.99,1.7925e-07,2.5923e-07,0.003,1,28,13.12
2024-12-04 22:48:18.159,100502,71.33618011,-156.566236361,-1.505,9.21,0.0032,0.0025,0.0099,0.0011,0.0018,0.0045,-0.45,311.55,1.3678e-07,2.9083e-07,0.0016,1,28,13.12
2024-12-04 22:48:21.146,100503,71.336178947,-156.566242599,-1.509,9.72,0.0032,0.0025,0.0099,0.0011,0.0018,0.0045,-0.45,312.88,1.5108e-07,2.6255e-07,0.003,1,28,13.12
2024-12-04 22:48:23.956,100504,71.336177854,-156.566245626,-1.502,7.497,0.0032,0.0025,0.0099,0.0011,0.0018,0.0045,-0.45,317.32,9.878e-08,1.8416e-07,0.0045,1,28,13.12
2024-12-04 22:48:26.555,100505,71.336176475,-156.566253797,-1.509,7.611,0.0032,0.0025,0.0099,0.0011,0.0018,0.0045,-0.45,319.75,1.0286e-07,3.9861e-07,0.0102,1,28,13.12
2024-12-04 22:48:29.124,100506,71.336175093,-156.566260347,-1.497,7.783,0.0032,0.0025,0.0099,0.0011,0.0018,0.0045,-0.45,323.08,1.1271e-07,5.4732e-07,0.0029,1,28,13.12
2024-12-04 22:48:31.820,100507,71.336174673,-156.566263577,-1.502,7.326,0.0032,0.0025,0.0099,0.0011,0.0018,0.0045,-0.45,320.29,7.573e-08,5.4431e-07,0.0048,1,28,13.12
2024-12-04 22:48:35.196,100508,71.336173463,-156.566271183,-1.503,7.44,0.0032,0.0025,0.0099,0.0011,0.0018,0.0045,-0.45,313.84,3.83e-08,1.258e-07,0.0038,1,28,13.12
2024-12-04 22:48:38.264,100509,71.336172109,-156.566276319,-1.493,7.04,0.0032,0.0025,0.0099,0.0011,0.0018,0.0045,-0.45,304.83,2.8056e-07,3.341e-07,0.01,1,28,13.12
2024-12-04 22:48:41.178,100510,71.336171119,-156.566281634,-1.49,7.326,0.0032,0.0025,0.0099,0.0011,0.0018,0.0045,-0.45,292.78,9.767e-08,4.9449e-07,0.0175,1,28,13.12
2024-12-04 22:48:43.374,100511,71.336169535,-156.566287581,-1.509,7.269,0.0032,0.0025,0.0099,0.0011,0.0018,0.0045,-0.45,286.23,1.0883e-07,1.5688e-07,0.005,1,28,13.12
2024-12-04 22:48:46.404,100512,71.33616916,-156.566294723,-1.489,6.298,0.0032,0.0025,0.0099,0.0011,0.0018,0.0045,-0.45,277.22,2.0796e-07,6.5846e-07,0.0114,1,28,13.12
2024-12-04 22:48:48.566,100513,71.336167829,-156.566301259,-1.505,6.526,0.0032,0.0025,0.0099,0.0011,0.0018,0.0045,-0.45,270.35,1.2327e-07,2.9916e-07,0.0066,1,28,13.12
2024-12-04 22:48:51.129,100514,71.336167551,-156.566306611,-1.505,6.64,0.0032,0.0025,0.0099,0.0011,0.0018,0.0045,-0.45,262.09,1.7045e-07,4.0533e-07,0.0058,1,28,13.12
2024-12-04 22:48:53.312,100515,71.33616599,-156.566311259,-1.497,7.04,0.0032,0.0025,0.0099,0.0011,0.0018,0.0045,-0.45,253.64,1.2007e-07,5.9148e-07,0.0054,1,28,13.12
2024-12-04 22:48:55.643,100516,71.336165,-156.5663188,-1.5,7.383,0.0032,0.0025,0.0099,0.0011,0.0018,0.0045,-0.45,247.94,1.978e-07,5.0156e-07,0.0067,1,28,13.12
2024-12-04 22:48:58.490,100517,71.336163858,-156.566323401,-1.512,7.326,0.0032,0.0025,0.0099,0.0011,0.0018,0.0045,-0.45,240.17,1.0494e-07,6.3613e-07,0.0096,1,28,13.12
2024-12-04 22:49:01.073,100518,71.33616278,-156.566328275,-1.507,7.326,0.0032,0.0025,0.0099,0.0011,0.0018,0.0045,-0.45,233.02,1.592e-07,9.1421e-07,0.0038,1,28,13.12
2024-12-04 22:49:03.646,100519,71.336162055,-156.566337377,-1.514,7.383,0.0032,0.0025,0.0099,0.0011,0.0018,0.0045,-0.45,226.91,7.431e-08,5.1501e-07,0.0078,1,28,13.12
2024-12-04 22:49:07.311,100520,71.336161293,-156.566342932,-1.504,7.726,0.0032,0.0025,0.0099,0.0011,0.0018,0.0045,-0.45,215.43,7.691e-08,5.4373e-07,0.0034,1,28,13.11
2024-12-04 22:49:12.851,100521,71.336159315,-156.566348195,-1.507,8.24,0.0032,0.0025,0.0099,0.0011,0.0018,0.0045,-0.45,195.01,4.926e-08,2.4884e-07,0.0034,1,28,13.12
2024-12-04 22:49:16.495,100522,71.336158184,-156.566354709,-1.516,8.58,0.0032,0.0025,0.0099,0.0011,0.0018,0.0045,-0.45,180.84,6.904e-08,6.2832e-07,0.0042,1,28,13.12
2024-12-04 22:49:20.019,100523,71.336156956,-156.566361759,-1.495,7.554,0.0032,0.0025,0.0099,0.0011,0.0018,0.0045,-0.45,164.51,7.271e-08,3.0815e-07,0.0067,1,28,13.12
2024-12-04 22:49:23.036,100524,71.336156233,-156.566368357,-1.482,6.298,0.0032,0.0025,0.0099,0.0011,0.0018,0.0045,-0.45,151.96,3.0833e-07,4.6709e-07,0.0052,1,28,13.12
2024-12-04 22:49:26.267,100525,71.336155701,-156.566373393,-1.483,6.126,0.0032,0.0025,0.0099,0.0011,0.0018,0.0045,-0.45,136.89,2.6182e-07,1.14308e-06,0.0038,1,28,13.11
2024-12-04 22:49:28.729,100526,71.336154465,-156.566380033,-1.471,5.669,0.0032,0.0025,0.0099,0.0011,0.0018,0.0045,-0.45,124.24,1.3128e-07,3.821e-07,0.0035,1,28,13.12
2024-12-04 22:49:32.241,100527,71.336154396,-156.566386451,-1.469,6.126,0.0032,0.0025,0.0099,0.0011,0.0018,0.0045,-0.45,108.46,2.0993e-07,1.21428e-06,0.006,1,28,13.12
2024-12-04 22:49:35.290,100528,71.336152498,-156.566392918,-1.473,6.412,0.0032,0.0025,0.0099,0.0011,0.0018,0.0045,-0.45,93.08,7.037e-08,1.9392e-07,0.0065,1,28,13.12
2024-12-04 22:49:37.862,100529,71.336151295,-156.566398531,-1.453,7.44,0.0032,0.0025,0.0099,0.0011,0.0018,0.0045,-0.45,80.85,1.6527e-07,3.3393e-07,0.0048,1,28,13.12
2024-12-04 22:49:40.494,100530,71.33615054,-156.566403147,-1.456,9.33,0.0032,0.0025,0.0099,0.0011,0.0018,0.0045,-0.45,69.35,1.9866e-07,2.714e-07,0.0024,1,28,13.11
2024-12-04 22:49:43.517,100531,71.336148814,-156.566410192,-1.466,12.01,0.0032,0.0026,0.01,0.0009,0.0015,0.0046,-0.45,75.98,9.037e-08,4.1518e-07,0.0058,1,28,13.11
2024-12-04 22:49:48.526,100532,71.336147474,-156.566415399,-1.466,11.95,0.0032,0.0025,0.0099,0.0011,0.0018,0.0045,-0.45,29.8,2.616e-08,4.6699e-07,0.0048,1,28,13.11
2024-12-04 22:49:51.854,100533,71.336146635,-156.566421158,-1.479,15.44,0.0032,0.0025,0.0099,0.0011,0.0018,0.0045,-0.45,12.82,7.48e-08,2.8943e-07,0.0069,1,28,13.12
2024-12-04 22:49:55.574,100534,71.336145247,-156.566427349,-1.464,18.18,0.0033,0.0025,0.0102,0.0011,0.0018,0.0048,-0.45,308.98,9.399e-08,2.5455e-07,0.0049,1,27,13.12
2024-12-04 22:49:59.909,100535,71.33614401,-156.566433585,-1.467,22.35,0.0032,0.0025,0.0099,0.0011,0.0018,0.0045,-0.45,223.91,1.8578e-07,2.0094e-07,0.0107,1,28,13.12
2024-12-04 22:50:02.982,100536,71.336142921,-156.566438478,-1.304,3.841,0.0032,0.0025,0.0099,0.001,0.0018,0.0045,-0.45,12.74,2.1527e-07,3.1793e-07,0.0066,1,28,13.11
2024-12-04 22:50:06.432,100537,71.33614173,-156.566443738,-1.444,15.78,0.0033,0.0025,0.0102,0.0011,0.0018,0.0047,-0.45,323.93,1.7514e-07,1.5354e-07,0.0071,1,27,13.11
2024-12-04 22:50:09.659,100538,71.33614115,-156.566451127,-1.446,12.24,0.0032,0.0025,0.0099,0.001,0.0018,0.0045,-0.45,326.0,1.2677e-07,2.5117e-07,0.0063,1,28,13.11
2024-12-04 22:50:12.549,100539,71.336140044,-156.566455586,-1.444,10.12,0.0032,0.0025,0.0099,0.001,0.0016,0.0046,-0.45,327.36,1.3792e-07,4.855e-07,0.0055,1,29,13.11
2024-12-04 22:50:15.298,100540,71.336139609,-156.566460266,-1.431,6.412,0.0033,0.0025,0.0102,0.0011,0.0018,0.0047,-0.45,325.67,1.2533e-07,2.6704e-07,0.0029,1,27,13.11
2024-12-04 22:50:18.330,100541,71.336138561,-156.566466303,-1.431,5.841,0.0032,0.0025,0.01,0.001,0.0018,0.0045,-0.45,87.51,8.769e-08,5.2676e-07,0.0032,1,28,13.11
2024-12-04 22:50:21.255,100542,71.336137418,-156.56647331,-1.429,5.555,0.0032,0.0025,0.0099,0.001,0.0018,0.0045,-0.45,45.59,1.2566e-07,4.2464e-07,0.0032,1,28,13.11
2024-12-04 22:50:24.585,100543,71.336136667,-156.566478979,-1.439,6.298,0.0032,0.0025,0.01,0.0011,0.0018,0.0046,-0.45,275.07,1.5119e-07,1.5728e-07,0.0053,1,28,13.11
2024-12-04 22:50:27.328,100544,71.336135696,-156.566484019,-1.432,6.526,0.0032,0.0025,0.0099,0.001,0.0018,0.0045,-0.45,206.82,8.967e-08,1.8906e-07,0.0081,1,28,13.11
2024-12-04 22:50:30.001,100545,71.33613472,-156.566491554,-1.453,7.326,0.0032,0.0025,0.0099,0.001,0.0018,0.0045,-0.45,140.05,6.053e-08,1.7677e-07,0.0077,1,28,13.11
2024-12-04 22:50:32.659,100546,71.336133606,-156.566498327,-1.456,7.954,0.0032,0.0025,0.0099,0.001,0.0017,0.0045,-0.45,70.02,1.8058e-07,2.5561e-07,0.0011,1,28,13.11
2024-12-04 22:50:35.204,100547,71.336133489,-156.566501463,-1.465,7.783,0.0032,0.0025,0.0099,0.0011,0.0017,0.0045,-0.45,228.62,6.509e-08,4.1945e-07,0.006,1,28,13.11
2024-12-04 22:50:37.693,100548,71.33613198,-156.56650856,-1.461,8.81,0.0032,0.0026,0.0098,0.0011,0.0017,0.0045,-0.45,321.48,8.891e-08,2.9097e-07,0.0107,1,29,13.11
2024-12-04 22:50:40.187,100549,71.336131366,-156.566512838,-1.477,11.78,0.0032,0.0025,0.0097,0.001,0.0015,0.0045,-0.45,318.2,1.2403e-07,2.5136e-07,0.0105,1,29,13.11
2024-12-04 22:50:42.745,100550,71.336130184,-156.56652018,-1.474,11.21,0.0032,0.0025,0.0099,0.001,0.0017,0.0045,-0.45,319.52,1.1236e-07,2.8808e-07,0.0102,1,28,13.11
2024-12-04 22:50:46.122,100551,71.336129485,-156.566526854,-1.497,11.32,0.0032,0.0026,0.0098,0.0009,0.0013,0.0045,-0.45,388.39,9.425e-08,2.4071e-07,0.0115,1,29,13.11
2024-12-04 22:50:49.333,100552,71.33612798,-156.566533103,-1.484,11.27,0.0032,0.0025,0.0097,0.001,0.0015,0.0044,-0.45,315.48,6.244e-08,3.8186e-07,0.0053,1,29,13.11
2024-12-04 22:50:52.276,100553,71.336127563,-156.566540427,-1.481,11.15,0.0033,0.0026,0.01,0.001,0.0013,0.0045,-0.45,456.06,5.81e-08,7.3474e-07,0.0081,1,28,13.11
2024-12-04 22:50:54.704,100554,71.33612673,-156.566544151,-1.493,14.35,0.0032,0.0025,0.0097,0.001,0.0015,0.0044,-0.45,310.02,1.4442e-07,5.4338e-07,0.0069,1,29,13.11
2024-12-04 22:50:57.588,100555,71.33612552,-156.566551902,-1.508,15.67,0.0032,0.0025,0.0097,0.001,0.0015,0.0044,-0.45,308.72,1.0992e-07,4.5464e-07,0.0061,1,29,13.11
2024-12-04 22:51:01.304,100556,71.33612493,-156.56656087,-1.511,16.64,0.0032,0.0025,0.0097,0.001,0.0015,0.0044,-0.45,307.45,1.6996e-07,3.7365e-07,0.0053,1,29,13.11
2024-12-04 22:51:03.984,100557,71.336123509,-156.566565005,-1.507,16.01,0.0032,0.0025,0.0097,0.001,0.0015,0.0044,-0.45,308.79,1.0631e-07,6.0582e-07,0.0039,1,29,13.11
2024-12-04 22:51:07.421,100558,71.336122507,-156.56657077,-1.509,16.98,0.0032,0.0025,0.0097,0.001,0.0015,0.0044,-0.45,306.84,2.0021e-07,8.2521e-07,0.0046,1,29,13.1
2024-12-04 22:51:10.521,100559,71.336121028,-156.56657731,-1.508,14.07,0.0032,0.0025,0.0097,0.001,0.0015,0.0044,-0.45,232.01,1.7893e-07,3.6478e-07,0.005,1,29,13.11
